IdEmergencia,FechaRegistro,Distrito,TipoEmergencia,TiempoRespuesta_Min,UnidadEmergencia,CostoOperativo_PEN,NivelSeveridad,PrioridadDespacho
2132,2026-03-29,Comas,Rescate,12,Bomberos,4192,BAJO,2
2133,2026-04-06,Carabayllo,Incendio,28,Ambulancia,1001,ALTO,1
2134,2025-09-29,Los Olivos,Incendio,48,Ambulancia,4239,ALTO,1
2135,2025-08-17,Comas,Rescate,24,SAMU,3727,MEDIO,3
2136,2025-11-01,Independencia,Accidente de Tránsito,13,Ambulancia,1575,ALTO,1
2137,2025-07-23,Independencia,Rescate,40,Bomberos,4452,BAJO,3
2138,2025-10-07,Comas,Emergencia Médica,39,SAMU,2385,BAJO,3
2139,2026-05-04,Los Olivos,Incendio,18,SAMU,1142,CRÍTICO,1
2140,2025-10-08,Carabayllo,Accidente de Tránsito,33,Bomberos,2082,ALTO,1
2141,2026-06-30,Los Olivos,Accidente de Tránsito,35,Ambulancia,2704,CRÍTICO,1
2142,2025-11-29,Comas,Rescate,58,Ambulancia,645,BAJO,2
2143,2026-01-20,Carabayllo,Incendio,53,Bomberos,3385,ALTO,1
2144,2026-03-04,Puente Piedra,Accidente de Tránsito,43,Bomberos,4892,CRÍTICO,1
2145,2026-01-18,Puente Piedra,Incendio,40,Ambulancia,3093,CRÍTICO,1
2146,2026-03-13,Independencia,Incendio,19,Patrullero,1820,ALTO,1
2147,2026-03-23,Puente Piedra,Accidente de Tránsito,60,Patrullero,2204,CRÍTICO,1
2148,2026-03-14,Puente Piedra,Incendio,53,Bomberos,3194,ALTO,1
2149,2025-11-17,Puente Piedra,Incendio,16,Ambulancia,2904,CRÍTICO,1
2150,2025-10-26,Independencia,Incendio,44,Bomberos,327,ALTO,1
2151,2025-07-18,Los Olivos,Accidente de Tránsito,40,Patrullero,4493,CRÍTICO,1
2152,2025-12-05,Los Olivos,Accidente de Tránsito,32,SAMU,2757,ALTO,1
2153,2025-12-17,Puente Piedra,Emergencia Médica,11,Ambulancia,3639,MEDIO,3
2154,2025-10-02,Los Olivos,Rescate,9,Ambulancia,781,BAJO,3
2155,2026-05-05,Puente Piedra,Emergencia Médica,34,Bomberos,1042,MEDIO,3
2156,2025-09-12,Carabayllo,Rescate,47,SAMU,4991,ALTO,2
2157,2026-04-09,Independencia,Incendio,24,Ambulancia,3530,ALTO,1
2158,2025-08-21,Comas,Emergencia Médica,33,Patrullero,3447,MEDIO,3
2159,2026-07-01,Independencia,Rescate,23,Bomberos,3771,BAJO,3
2160,2026-03-08,Comas,Incendio,51,Patrullero,3953,ALTO,1
2161,2025-08-15,Carabayllo,Emergencia Médica,25,SAMU,4924,ALTO,3
2162,2026-01-19,Puente Piedra,Rescate,58,SAMU,325,ALTO,3
2163,2025-07-31,Los Olivos,Emergencia Médica,19,Ambulancia,2311,MEDIO,2
2164,2026-05-29,Los Olivos,Emergencia Médica,54,Patrullero,3550,ALTO,2
2165,2026-04-26,Carabayllo,Accidente de Tránsito,5,Patrullero,2448,ALTO,1
2166,2025-08-06,Puente Piedra,Rescate,45,Ambulancia,2198,ALTO,3
2167,2026-06-29,Los Olivos,Incendio,49,Patrullero,4906,CRÍTICO,1
2168,2026-02-17,Puente Piedra,Rescate,32,Patrullero,2303,ALTO,3
2169,2026-02-05,Comas,Rescate,17,SAMU,1600,ALTO,3
2170,2025-09-04,Los Olivos,Emergencia Médica,19,Bomberos,4405,ALTO,3
2171,2025-10-28,Puente Piedra,Rescate,29,Ambulancia,1662,BAJO,3
2172,2025-10-25,Puente Piedra,Accidente de Tránsito,43,Ambulancia,593,ALTO,1
2173,2026-02-22,Comas,Rescate,12,SAMU,2689,MEDIO,3
2174,2026-03-02,Los Olivos,Incendio,34,Ambulancia,4098,ALTO,1
2175,2026-06-24,Puente Piedra,Rescate,26,SAMU,555,ALTO,3
2176,2025-08-26,Independencia,Rescate,10,Ambulancia,3756,BAJO,3
2177,2025-08-31,Independencia,Incendio,12,Patrullero,4910,ALTO,1
2178,2026-06-26,Puente Piedra,Emergencia Médica,29,SAMU,3770,MEDIO,2
2179,2025-10-06,Carabayllo,Incendio,10,Bomberos,3278,ALTO,1
2180,2025-12-31,Comas,Incendio,55,Patrullero,1485,CRÍTICO,1
2181,2026-05-26,Carabayllo,Incendio,23,Patrullero,4612,CRÍTICO,1
2182,2026-05-12,Puente Piedra,Incendio,10,Patrullero,517,ALTO,1
2183,2025-10-01,Independencia,Incendio,53,Bomberos,4678,CRÍTICO,1
2184,2026-03-25,Comas,Emergencia Médica,18,Bomberos,3616,MEDIO,2
2185,2026-01-14,Comas,Emergencia Médica,6,Patrullero,4579,ALTO,2
2186,2026-07-02,Comas,Accidente de Tránsito,18,SAMU,2540,ALTO,1
2187,2025-07-12,Los Olivos,Incendio,18,Patrullero,1213,ALTO,1
2188,2025-08-03,Los Olivos,Incendio,58,Ambulancia,1179,ALTO,1
2189,2026-05-28,Comas,Incendio,36,Bomberos,3243,ALTO,1
2190,2026-03-16,Comas,Rescate,54,SAMU,3904,ALTO,3
2191,2026-07-03,Carabayllo,Accidente de Tránsito,24,SAMU,4949,ALTO,1
2192,2025-10-26,Los Olivos,Incendio,39,Patrullero,3265,CRÍTICO,1
2193,2025-10-31,Los Olivos,Rescate,42,SAMU,2512,ALTO,2
2194,2026-01-27,Puente Piedra,Emergencia Médica,6,Patrullero,2561,MEDIO,3
2195,2025-12-12,Independencia,Emergencia Médica,38,Bomberos,1911,BAJO,2
2196,2026-05-14,Los Olivos,Emergencia Médica,59,Ambulancia,2656,ALTO,3
2197,2025-07-15,Puente Piedra,Incendio,28,SAMU,3382,CRÍTICO,1
2198,2026-02-08,Los Olivos,Rescate,8,Bomberos,1549,BAJO,2
2199,2026-04-15,Los Olivos,Emergencia Médica,47,SAMU,2299,MEDIO,2
2200,2025-07-26,Carabayllo,Incendio,14,Patrullero,1817,ALTO,1
2201,2026-02-18,Comas,Emergencia Médica,8,Bomberos,4468,BAJO,2
2202,2025-07-17,Carabayllo,Incendio,19,Ambulancia,1617,ALTO,1
2203,2025-09-04,Comas,Incendio,7,Ambulancia,4098,ALTO,1
2204,2025-09-08,Los Olivos,Rescate,10,Ambulancia,1726,ALTO,2
2205,2026-06-24,Comas,Rescate,43,SAMU,4034,ALTO,3
2206,2025-11-23,Carabayllo,Rescate,34,Ambulancia,739,BAJO,2
2207,2025-10-19,Puente Piedra,Emergencia Médica,51,SAMU,1801,BAJO,3
2208,2026-06-09,Carabayllo,Incendio,57,SAMU,1811,ALTO,1
2209,2026-01-02,Carabayllo,Emergencia Médica,58,Bomberos,1563,MEDIO,3
2210,2026-03-09,Carabayllo,Emergencia Médica,19,Patrullero,2435,MEDIO,3
2211,2025-12-05,Los Olivos,Incendio,38,Ambulancia,4275,CRÍTICO,1
2212,2026-01-18,Puente Piedra,Emergencia Médica,33,Patrullero,836,BAJO,3
2213,2025-12-12,Independencia,Rescate,33,Patrullero,4164,BAJO,2
2214,2025-10-01,Carabayllo,Rescate,5,Ambulancia,2439,BAJO,2
2215,2026-05-18,Independencia,Incendio,27,Patrullero,1875,ALTO,1
2216,2026-03-26,Carabayllo,Rescate,20,Bomberos,1383,BAJO,2
2217,2026-05-14,Independencia,Rescate,21,Bomberos,2518,ALTO,2
2218,2025-11-02,Comas,Emergencia Médica,28,Ambulancia,4952,ALTO,3
2219,2026-05-01,Puente Piedra,Emergencia Médica,54,Ambulancia,3374,MEDIO,2
2220,2026-04-25,Los Olivos,Rescate,17,Bomberos,4989,ALTO,3
2221,2026-03-07,Carabayllo,Accidente de Tránsito,32,Ambulancia,582,ALTO,1
2222,2025-11-16,Los Olivos,Emergencia Médica,30,SAMU,3847,BAJO,2
2223,2025-12-14,Carabayllo,Emergencia Médica,5,Ambulancia,2229,MEDIO,2
2224,2026-01-28,Comas,Accidente de Tránsito,45,Patrullero,2791,CRÍTICO,1
2225,2026-01-26,Puente Piedra,Rescate,39,SAMU,2505,BAJO,3
2226,2026-05-04,Comas,Rescate,49,Ambulancia,4439,BAJO,3
2227,2026-05-16,Comas,Emergencia Médica,34,Ambulancia,1633,ALTO,3
2228,2025-09-13,Comas,Accidente de Tránsito,7,Patrullero,3500,ALTO,1
2229,2026-06-10,Los Olivos,Emergencia Médica,45,SAMU,4467,ALTO,2
2230,2025-09-28,Independencia,Emergencia Médica,47,SAMU,4024,MEDIO,2
2231,2025-07-11,Carabayllo,Rescate,12,Bomberos,3499,BAJO,2
2232,2025-12-16,Carabayllo,Incendio,5,Bomberos,1391,CRÍTICO,1
2233,2026-06-14,Carabayllo,Emergencia Médica,52,SAMU,3457,BAJO,2
2234,2025-08-22,Comas,Rescate,18,Bomberos,836,ALTO,2
2235,2026-06-14,Puente Piedra,Rescate,8,SAMU,3509,MEDIO,3
2236,2026-06-07,Carabayllo,Incendio,37,SAMU,4000,ALTO,1
2237,2025-10-29,Comas,Emergencia Médica,17,Ambulancia,2096,MEDIO,2
2238,2026-04-04,Independencia,Incendio,57,Bomberos,4237,ALTO,1
2239,2025-11-19,Los Olivos,Rescate,17,Bomberos,4234,ALTO,2
2240,2026-03-10,Los Olivos,Incendio,33,Bomberos,1564,ALTO,1
2241,2025-08-21,Independencia,Emergencia Médica,53,Patrullero,4127,ALTO,2
2242,2026-02-18,Los Olivos,Rescate,24,SAMU,1213,ALTO,2
2243,2026-05-21,Carabayllo,Incendio,33,Bomberos,1286,ALTO,1
2244,2026-05-27,Independencia,Incendio,35,Bomberos,4944,ALTO,1
2245,2025-11-26,Independencia,Rescate,9,Ambulancia,1155,ALTO,2
2246,2026-05-21,Puente Piedra,Rescate,36,SAMU,2367,ALTO,3
2247,2025-08-31,Comas,Emergencia Médica,39,Bomberos,3889,MEDIO,3
2248,2026-03-28,Puente Piedra,Emergencia Médica,6,SAMU,2964,BAJO,2
2249,2026-04-30,Comas,Rescate,52,Bomberos,2959,BAJO,3
2250,2026-02-22,Independencia,Emergencia Médica,59,Bomberos,4216,BAJO,2
2251,2025-12-10,Carabayllo,Accidente de Tránsito,36,Patrullero,1054,ALTO,1
2252,2026-04-14,Puente Piedra,Rescate,54,Patrullero,2528,BAJO,3
2253,2025-07-20,Puente Piedra,Emergencia Médica,22,Bomberos,499,MEDIO,2
2254,2025-08-02,Independencia,Rescate,9,Ambulancia,2984,ALTO,2
2255,2026-02-05,Puente Piedra,Incendio,32,Bomberos,2663,ALTO,1
2256,2026-04-14,Puente Piedra,Rescate,58,Patrullero,1691,BAJO,3
2257,2025-11-11,Puente Piedra,Emergencia Médica,43,SAMU,4352,MEDIO,2
2258,2026-04-16,Comas,Emergencia Médica,59,Ambulancia,1317,MEDIO,3
2259,2026-02-05,Independencia,Rescate,6,Ambulancia,1786,BAJO,2
2260,2025-10-23,Carabayllo,Incendio,60,Bomberos,3403,CRÍTICO,1
2261,2026-03-22,Independencia,Accidente de Tránsito,38,Patrullero,450,CRÍTICO,1
2262,2026-02-26,Puente Piedra,Rescate,46,Patrullero,3281,MEDIO,2
2263,2025-11-09,Independencia,Accidente de Tránsito,19,Patrullero,3193,ALTO,1
2264,2025-09-13,Los Olivos,Incendio,33,Patrullero,3227,ALTO,1
2265,2025-08-01,Independencia,Accidente de Tránsito,14,Patrullero,4265,CRÍTICO,1
2266,2025-12-18,Los Olivos,Rescate,27,Patrullero,4987,ALTO,3
2267,2026-02-28,Puente Piedra,Accidente de Tránsito,58,Patrullero,1734,CRÍTICO,1
2268,2026-04-11,Carabayllo,Incendio,20,Ambulancia,417,CRÍTICO,1
2269,2025-11-16,Comas,Accidente de Tránsito,47,SAMU,2942,CRÍTICO,1
2270,2025-07-16,Los Olivos,Rescate,12,Ambulancia,2837,MEDIO,2
2271,2026-05-16,Los Olivos,Rescate,45,Bomberos,1883,MEDIO,2
2272,2026-01-13,Puente Piedra,Rescate,51,Ambulancia,3089,MEDIO,2
2273,2026-02-06,Puente Piedra,Rescate,18,Bomberos,3244,MEDIO,2
2274,2025-09-15,Carabayllo,Incendio,28,Ambulancia,4824,ALTO,1
2275,2025-10-28,Puente Piedra,Rescate,47,SAMU,941,ALTO,3
2276,2025-11-13,Carabayllo,Accidente de Tránsito,54,Ambulancia,2110,CRÍTICO,1
2277,2025-12-28,Puente Piedra,Accidente de Tránsito,44,Ambulancia,2093,CRÍTICO,1
2278,2025-07-18,Comas,Rescate,18,Patrullero,1034,BAJO,3
2279,2025-08-16,Puente Piedra,Accidente de Tránsito,41,Ambulancia,1454,CRÍTICO,1
2280,2025-12-12,Los Olivos,Accidente de Tránsito,22,SAMU,3606,CRÍTICO,1
2281,2026-01-21,Independencia,Incendio,30,Ambulancia,2706,ALTO,1
2282,2025-08-03,Independencia,Emergencia Médica,58,Bomberos,3884,BAJO,3
2283,2026-06-19,Carabayllo,Accidente de Tránsito,54,Ambulancia,2235,ALTO,1
2284,2025-11-30,Independencia,Accidente de Tránsito,25,Bomberos,1514,CRÍTICO,1
2285,2026-01-25,Los Olivos,Accidente de Tránsito,60,Bomberos,918,ALTO,1
2286,2025-08-18,Independencia,Incendio,37,Ambulancia,3416,CRÍTICO,1
2287,2025-07-11,Carabayllo,Accidente de Tránsito,7,Patrullero,2525,ALTO,1
2288,2025-08-24,Comas,Accidente de Tránsito,34,Bomberos,3678,CRÍTICO,1
2289,2026-06-25,Carabayllo,Incendio,36,SAMU,413,ALTO,1
2290,2026-03-24,Independencia,Incendio,31,Ambulancia,4840,ALTO,1
2291,2026-02-12,Carabayllo,Emergencia Médica,57,SAMU,1150,BAJO,2
2292,2026-06-02,Comas,Incendio,41,Patrullero,1956,ALTO,1
2293,2025-11-04,Independencia,Accidente de Tránsito,16,Ambulancia,4648,ALTO,1
2294,2025-12-02,Carabayllo,Emergencia Médica,11,SAMU,2693,BAJO,3
2295,2026-04-24,Independencia,Emergencia Médica,43,Bomberos,3713,MEDIO,3
2296,2025-09-06,Comas,Incendio,15,Bomberos,3062,CRÍTICO,1
2297,2026-03-28,Puente Piedra,Rescate,48,SAMU,1688,MEDIO,2
2298,2025-09-25,Comas,Rescate,60,Bomberos,1768,MEDIO,3
2299,2025-10-28,Comas,Emergencia Médica,25,Patrullero,1295,BAJO,3
2300,2025-09-08,Independencia,Emergencia Médica,16,Patrullero,2262,MEDIO,3
2301,2025-08-23,Independencia,Rescate,50,SAMU,4713,ALTO,3
2302,2026-05-27,Los Olivos,Incendio,14,Bomberos,3874,ALTO,1
2303,2025-10-09,Puente Piedra,Accidente de Tránsito,52,Patrullero,1586,ALTO,1
2304,2025-10-25,Independencia,Emergencia Médica,52,Bomberos,4177,MEDIO,3
2305,2025-09-06,Los Olivos,Emergencia Médica,11,Bomberos,4558,ALTO,3
2306,2025-07-13,Los Olivos,Rescate,32,Bomberos,3593,MEDIO,2
2307,2026-02-20,Carabayllo,Rescate,35,Bomberos,4330,ALTO,2
2308,2026-07-04,Independencia,Emergencia Médica,46,SAMU,1270,BAJO,3
2309,2025-11-12,Puente Piedra,Rescate,41,Ambulancia,3220,ALTO,3
2310,2026-02-14,Puente Piedra,Rescate,21,Ambulancia,1496,BAJO,2
2311,2025-08-25,Puente Piedra,Emergencia Médica,60,Patrullero,2220,MEDIO,3
2312,2025-08-14,Los Olivos,Incendio,33,Bomberos,3108,ALTO,1
2313,2025-09-25,Comas,Emergencia Médica,46,Patrullero,3865,ALTO,2
2314,2026-01-12,Puente Piedra,Emergencia Médica,17,Patrullero,3027,ALTO,3
2315,2025-08-14,Independencia,Incendio,52,Ambulancia,757,CRÍTICO,1
2316,2026-06-19,Carabayllo,Accidente de Tránsito,29,SAMU,891,ALTO,1
2317,2026-05-07,Los Olivos,Incendio,33,SAMU,480,CRÍTICO,1
2318,2026-04-15,Carabayllo,Incendio,32,Patrullero,2263,ALTO,1
2319,2026-02-07,Puente Piedra,Rescate,59,Bomberos,1049,ALTO,3
2320,2025-08-20,Independencia,Rescate,54,SAMU,3568,MEDIO,3
2321,2025-11-26,Comas,Emergencia Médica,47,Ambulancia,4446,BAJO,2
2322,2025-11-21,Puente Piedra,Incendio,12,Patrullero,1336,ALTO,1
2323,2025-10-30,Comas,Emergencia Médica,37,Bomberos,4146,BAJO,3
2324,2025-10-08,Puente Piedra,Rescate,43,Bomberos,4292,BAJO,3
2325,2026-01-25,Independencia,Accidente de Tránsito,8,Bomberos,1195,ALTO,1
2326,2025-10-31,Los Olivos,Accidente de Tránsito,14,Bomberos,1270,CRÍTICO,1
2327,2025-11-28,Comas,Accidente de Tránsito,11,SAMU,612,CRÍTICO,1
2328,2026-02-15,Independencia,Rescate,21,Patrullero,1774,MEDIO,2
2329,2025-09-09,Comas,Rescate,13,SAMU,1697,BAJO,3
2330,2026-05-01,Puente Piedra,Emergencia Médica,18,Bomberos,1831,BAJO,3
2331,2026-03-30,Puente Piedra,Rescate,48,Patrullero,4295,MEDIO,2
2332,2025-08-27,Comas,Incendio,47,Bomberos,4591,CRÍTICO,1
2333,2025-09-19,Puente Piedra,Rescate,38,Patrullero,1516,ALTO,3
2334,2025-08-24,Los Olivos,Accidente de Tránsito,29,Bomberos,3516,ALTO,1
2335,2026-03-27,Comas,Incendio,51,Ambulancia,2073,ALTO,1
2336,2025-11-05,Independencia,Incendio,41,Bomberos,2319,CRÍTICO,1
2337,2025-08-13,Independencia,Incendio,6,Ambulancia,2274,CRÍTICO,1
2338,2026-02-19,Comas,Incendio,31,Patrullero,4509,ALTO,1
2339,2025-11-23,Carabayllo,Rescate,30,SAMU,2458,MEDIO,3
2340,2025-07-19,Los Olivos,Emergencia Médica,27,Patrullero,3619,ALTO,2
2341,2025-07-30,Comas,Accidente de Tránsito,57,SAMU,3672,ALTO,1
2342,2025-10-08,Los Olivos,Emergencia Médica,17,Patrullero,3204,BAJO,3
2343,2026-05-31,Los Olivos,Emergencia Médica,56,Patrullero,2199,MEDIO,3
2344,2026-03-19,Comas,Rescate,21,Bomberos,3022,MEDIO,2
2345,2025-10-12,Carabayllo,Accidente de Tránsito,8,SAMU,1864,ALTO,1
2346,2025-10-07,Puente Piedra,Incendio,41,Ambulancia,2865,ALTO,1
2347,2025-10-03,Independencia,Rescate,50,Patrullero,1840,MEDIO,2
2348,2025-08-06,Los Olivos,Accidente de Tránsito,47,Bomberos,4733,ALTO,1
2349,2025-07-30,Puente Piedra,Incendio,46,Patrullero,1637,CRÍTICO,1
2350,2025-08-06,Independencia,Accidente de Tránsito,17,Patrullero,1514,ALTO,1
2351,2026-02-28,Carabayllo,Incendio,38,SAMU,1415,ALTO,1
2352,2025-07-09,Los Olivos,Rescate,33,Bomberos,3759,ALTO,3
2353,2025-07-07,Comas,Incendio,23,Ambulancia,4525,ALTO,1
2354,2026-04-01,Carabayllo,Emergencia Médica,50,Patrullero,1392,BAJO,3
2355,2026-03-31,Puente Piedra,Incendio,21,Patrullero,2677,ALTO,1
2356,2026-04-12,Puente Piedra,Emergencia Médica,47,SAMU,2059,BAJO,3
2357,2026-05-18,Independencia,Incendio,37,Patrullero,2040,ALTO,1
2358,2026-05-10,Los Olivos,Accidente de Tránsito,51,Ambulancia,2778,ALTO,1
2359,2025-07-23,Puente Piedra,Incendio,52,Ambulancia,1970,ALTO,1
2360,2025-08-22,Carabayllo,Incendio,29,SAMU,2746,CRÍTICO,1
2361,2025-09-24,Comas,Accidente de Tránsito,36,Bomberos,4707,ALTO,1
2362,2025-07-25,Carabayllo,Rescate,26,Ambulancia,1229,BAJO,2
2363,2026-01-01,Comas,Rescate,45,SAMU,4652,MEDIO,3
2364,2026-03-17,Los Olivos,Incendio,25,SAMU,2924,ALTO,1
2365,2026-01-21,Comas,Emergencia Médica,7,Patrullero,2763,ALTO,3
2366,2026-02-25,Puente Piedra,Rescate,47,Ambulancia,1677,BAJO,3
2367,2025-07-14,Los Olivos,Rescate,5,Patrullero,1524,BAJO,2
2368,2025-08-21,Comas,Rescate,50,Ambulancia,2910,ALTO,2
2369,2025-08-08,Independencia,Accidente de Tránsito,40,Bomberos,4643,CRÍTICO,1
2370,2025-10-14,Carabayllo,Emergencia Médica,15,SAMU,1194,ALTO,3
2371,2025-07-29,Comas,Accidente de Tránsito,12,Bomberos,1930,ALTO,1
2372,2025-07-10,Independencia,Emergencia Médica,26,SAMU,3413,BAJO,2
2373,2026-02-17,Independencia,Accidente de Tránsito,28,Patrullero,720,ALTO,1
2374,2025-07-25,Los Olivos,Accidente de Tránsito,19,SAMU,2203,ALTO,1
2375,2025-07-06,Comas,Incendio,50,Bomberos,2418,CRÍTICO,1
2376,2026-04-29,Comas,Incendio,51,Patrullero,2131,CRÍTICO,1
2377,2026-05-28,Puente Piedra,Rescate,38,Patrullero,4065,MEDIO,3
2378,2025-07-15,Independencia,Rescate,39,Patrullero,3991,ALTO,2
2379,2025-12-27,Independencia,Incendio,7,Bomberos,633,CRÍTICO,1
2380,2025-12-21,Carabayllo,Emergencia Médica,15,Bomberos,4016,MEDIO,3
2381,2026-05-19,Independencia,Incendio,42,Ambulancia,3156,CRÍTICO,1
2382,2025-09-01,Los Olivos,Emergencia Médica,37,Bomberos,4627,BAJO,2
2383,2026-02-08,Comas,Accidente de Tránsito,14,Bomberos,845,ALTO,1
2384,2026-04-25,Carabayllo,Accidente de Tránsito,37,Patrullero,330,ALTO,1
2385,2026-03-06,Puente Piedra,Emergencia Médica,21,SAMU,1799,MEDIO,3
2386,2025-09-20,Puente Piedra,Accidente de Tránsito,52,SAMU,3436,CRÍTICO,1
2387,2026-01-18,Los Olivos,Accidente de Tránsito,23,Patrullero,853,CRÍTICO,1
2388,2025-09-27,Independencia,Emergencia Médica,49,Bomberos,964,BAJO,2
2389,2025-07-23,Puente Piedra,Incendio,18,Patrullero,2182,CRÍTICO,1
2390,2026-05-20,Independencia,Incendio,44,SAMU,876,CRÍTICO,1
2391,2025-10-25,Carabayllo,Incendio,57,Patrullero,4721,CRÍTICO,1
2392,2026-04-12,Los Olivos,Accidente de Tránsito,7,SAMU,1066,ALTO,1
2393,2026-02-06,Independencia,Accidente de Tránsito,14,SAMU,2515,CRÍTICO,1
2394,2026-04-02,Independencia,Incendio,39,Ambulancia,2166,CRÍTICO,1
2395,2025-10-31,Puente Piedra,Emergencia Médica,30,Patrullero,1769,ALTO,3
2396,2026-03-16,Independencia,Accidente de Tránsito,35,SAMU,3433,ALTO,1
2397,2025-12-22,Los Olivos,Accidente de Tránsito,16,Bomberos,2816,CRÍTICO,1
2398,2025-12-21,Independencia,Rescate,19,Bomberos,1107,BAJO,2
2399,2026-03-23,Independencia,Incendio,41,SAMU,1038,ALTO,1
2400,2026-05-29,Comas,Accidente de Tránsito,41,Bomberos,2125,CRÍTICO,1
2401,2025-11-12,Comas,Incendio,34,SAMU,1393,CRÍTICO,1
2402,2026-04-04,Comas,Incendio,56,SAMU,3359,CRÍTICO,1
2403,2026-02-12,Carabayllo,Incendio,56,Bomberos,4514,CRÍTICO,1
2404,2025-08-09,Puente Piedra,Rescate,37,Bomberos,1182,MEDIO,2
2405,2026-01-30,Los Olivos,Incendio,14,SAMU,3713,ALTO,1
2406,2025-10-05,Puente Piedra,Incendio,9,Bomberos,4368,ALTO,1
2407,2025-08-13,Los Olivos,Accidente de Tránsito,45,Patrullero,960,ALTO,1
2408,2025-08-11,Carabayllo,Accidente de Tránsito,26,Patrullero,4897,CRÍTICO,1
2409,2025-10-07,Los Olivos,Accidente de Tránsito,53,Bomberos,3146,ALTO,1
2410,2025-10-20,Los Olivos,Rescate,5,Bomberos,2182,BAJO,3
2411,2026-07-02,Independencia,Accidente de Tránsito,36,Patrullero,2087,ALTO,1
2412,2025-12-24,Los Olivos,Incendio,53,Ambulancia,3966,ALTO,1
2413,2026-06-26,Los Olivos,Emergencia Médica,20,Ambulancia,1081,ALTO,3
2414,2025-09-26,Independencia,Emergencia Médica,20,Bomberos,2195,ALTO,3
2415,2025-10-22,Puente Piedra,Accidente de Tránsito,33,SAMU,3462,ALTO,1
2416,2026-02-21,Puente Piedra,Rescate,51,Bomberos,764,MEDIO,2
2417,2025-12-22,Carabayllo,Incendio,8,SAMU,795,ALTO,1
2418,2025-10-31,Puente Piedra,Emergencia Médica,34,Bomberos,4571,BAJO,2
2419,2025-09-14,Los Olivos,Rescate,44,SAMU,2217,BAJO,3
2420,2026-02-17,Puente Piedra,Rescate,9,Bomberos,2172,BAJO,2
2421,2026-06-11,Carabayllo,Emergencia Médica,15,SAMU,1246,MEDIO,3
2422,2026-06-22,Los Olivos,Incendio,37,Ambulancia,3302,ALTO,1
2423,2025-09-06,Independencia,Rescate,41,Patrullero,3104,MEDIO,3
2424,2026-04-13,Independencia,Incendio,19,Bomberos,4758,CRÍTICO,1
2425,2025-07-22,Los Olivos,Emergencia Médica,53,Ambulancia,1834,MEDIO,3
2426,2025-12-28,Carabayllo,Emergencia Médica,15,Bomberos,2160,ALTO,2
2427,2025-07-08,Independencia,Accidente de Tránsito,9,Ambulancia,3721,ALTO,1
2428,2026-06-30,Carabayllo,Emergencia Médica,48,Patrullero,3301,ALTO,2
2429,2026-02-11,Independencia,Accidente de Tránsito,23,Bomberos,829,ALTO,1
2430,2026-04-27,Carabayllo,Incendio,56,SAMU,1200,ALTO,1
2431,2026-04-11,Puente Piedra,Rescate,10,SAMU,4868,MEDIO,3
2432,2026-05-20,Puente Piedra,Emergencia Médica,39,Patrullero,1911,ALTO,2
2433,2026-02-09,Comas,Accidente de Tránsito,53,SAMU,2163,CRÍTICO,1
2434,2026-03-26,Puente Piedra,Emergencia Médica,57,Bomberos,4647,MEDIO,3
2435,2026-05-23,Los Olivos,Emergencia Médica,34,SAMU,4790,MEDIO,2
2436,2026-02-27,Puente Piedra,Rescate,16,Patrullero,1762,ALTO,2
2437,2026-07-03,Carabayllo,Emergencia Médica,19,SAMU,2886,ALTO,3
2438,2026-01-11,Los Olivos,Incendio,57,Bomberos,2254,CRÍTICO,1
2439,2025-10-04,Carabayllo,Rescate,25,Bomberos,2636,MEDIO,2
2440,2025-11-27,Puente Piedra,Rescate,36,Ambulancia,1990,MEDIO,2
2441,2026-01-25,Los Olivos,Accidente de Tránsito,26,Bomberos,4974,ALTO,1
2442,2026-03-31,Carabayllo,Accidente de Tránsito,54,Ambulancia,3654,ALTO,1
2443,2025-09-06,Carabayllo,Incendio,53,Bomberos,4018,ALTO,1
2444,2025-11-17,Los Olivos,Emergencia Médica,53,Bomberos,312,ALTO,2
2445,2026-01-12,Los Olivos,Rescate,17,Bomberos,2607,MEDIO,3
2446,2025-10-26,Independencia,Incendio,35,Patrullero,4106,CRÍTICO,1
2447,2025-09-01,Carabayllo,Incendio,52,Patrullero,4970,CRÍTICO,1
2448,2026-05-12,Independencia,Accidente de Tránsito,22,Patrullero,757,ALTO,1
2449,2026-03-07,Los Olivos,Emergencia Médica,41,Bomberos,887,BAJO,2
2450,2026-06-13,Puente Piedra,Rescate,7,Ambulancia,1573,ALTO,2
2451,2025-07-30,Los Olivos,Rescate,7,Ambulancia,1869,ALTO,2
2452,2025-10-13,Puente Piedra,Accidente de Tránsito,19,Ambulancia,1612,CRÍTICO,1
2453,2026-04-15,Comas,Accidente de Tránsito,45,Patrullero,712,ALTO,1
2454,2025-11-07,Puente Piedra,Rescate,14,Bomberos,2298,MEDIO,3
2455,2026-04-03,Independencia,Rescate,13,Ambulancia,2132,ALTO,3
2456,2025-08-07,Los Olivos,Accidente de Tránsito,14,Patrullero,3907,ALTO,1
2457,2025-09-24,Independencia,Emergencia Médica,19,Bomberos,3177,ALTO,3
2458,2025-07-12,Independencia,Rescate,17,Patrullero,3528,MEDIO,2
2459,2025-09-04,Independencia,Rescate,51,Ambulancia,3018,MEDIO,3
2460,2026-01-03,Carabayllo,Rescate,18,Bomberos,2081,BAJO,3
2461,2026-06-26,Puente Piedra,Incendio,25,Ambulancia,3371,ALTO,1
