FechaRegistro,Distrito,TipoEmergencia,TiempoRespuesta_Min,UnidadEmergencia,CostoOperativo_PEN,NivelSeveridad,PrioridadDespacho
2026-03-17,Comas,Emergencia Médica,60,Patrullero,1468,BAJO,3
2026-04-22,Carabayllo,Incendio,48,Ambulancia,3768,ALTO,1
2026-02-19,Comas,Incendio,28,Patrullero,2905,ALTO,1
2026-04-24,Independencia,Emergencia Médica,22,Bomberos,3726,ALTO,2
2026-02-09,Los Olivos,Accidente de Tránsito,47,Ambulancia,4395,ALTO,1
2026-04-18,Puente Piedra,Rescate,30,Patrullero,4531,MEDIO,3
2026-06-26,Carabayllo,Accidente de Tránsito,46,Bomberos,716,ALTO,1
2026-04-25,Independencia,Emergencia Médica,12,Ambulancia,2414,ALTO,3
2026-03-26,Independencia,Rescate,38,Patrullero,2469,BAJO,2
2026-03-02,Independencia,Incendio,11,Bomberos,938,CRÍTICO,1
2026-04-21,Los Olivos,Incendio,23,Bomberos,379,CRÍTICO,1
2026-06-08,Comas,Accidente de Tránsito,5,SAMU,4148,ALTO,1
2026-06-02,Los Olivos,Incendio,19,Patrullero,4111,ALTO,1
2026-03-05,Puente Piedra,Emergencia Médica,39,Patrullero,3400,ALTO,3
2026-01-28,Carabayllo,Emergencia Médica,60,Ambulancia,4890,ALTO,2
2026-06-04,Comas,Incendio,7,Bomberos,3945,CRÍTICO,1
2026-05-10,Los Olivos,Rescate,42,Bomberos,4988,MEDIO,2
2026-05-09,Comas,Rescate,13,Patrullero,1377,ALTO,2
2026-01-28,Puente Piedra,Rescate,60,Patrullero,3546,BAJO,3
2026-05-29,Comas,Accidente de Tránsito,35,SAMU,4780,CRÍTICO,1
2026-04-30,Independencia,Emergencia Médica,56,Bomberos,1636,ALTO,3
2026-04-27,Puente Piedra,Rescate,34,Patrullero,4651,MEDIO,2
2026-04-05,Independencia,Emergencia Médica,7,Bomberos,3737,ALTO,2
2026-03-29,Carabayllo,Rescate,43,Patrullero,3297,MEDIO,3
2026-04-29,Carabayllo,Accidente de Tránsito,9,Ambulancia,1761,CRÍTICO,1
2026-05-16,Independencia,Incendio,27,Bomberos,3261,ALTO,1
2026-06-14,Los Olivos,Incendio,41,Bomberos,3342,ALTO,1
2026-07-04,Comas,Incendio,58,Bomberos,3383,CRÍTICO,1
2026-05-06,Independencia,Emergencia Médica,14,Bomberos,2232,BAJO,3
2026-06-24,Los Olivos,Rescate,50,SAMU,829,MEDIO,3
2026-05-02,Los Olivos,Emergencia Médica,7,SAMU,2883,ALTO,3
2026-06-23,Independencia,Accidente de Tránsito,19,Bomberos,1862,CRÍTICO,1
2026-04-20,Comas,Rescate,54,Patrullero,4401,BAJO,3
2026-03-13,Carabayllo,Incendio,60,Ambulancia,1224,CRÍTICO,1
2026-04-22,Independencia,Incendio,36,Bomberos,3266,CRÍTICO,1
2026-02-28,Puente Piedra,Incendio,41,SAMU,3206,ALTO,1
2026-06-29,Los Olivos,Incendio,7,SAMU,1863,CRÍTICO,1
2026-05-05,Los Olivos,Incendio,55,Bomberos,3605,ALTO,1
2026-04-29,Los Olivos,Accidente de Tránsito,15,Patrullero,1507,CRÍTICO,1
2026-03-06,Comas,Incendio,6,SAMU,3247,ALTO,1
2026-05-31,Independencia,Rescate,60,SAMU,4322,MEDIO,3
2026-01-20,Puente Piedra,Incendio,16,Ambulancia,2502,CRÍTICO,1
2026-01-26,Independencia,Incendio,10,Bomberos,1548,CRÍTICO,1
2026-05-23,Independencia,Emergencia Médica,44,SAMU,1756,MEDIO,2
2026-01-31,Puente Piedra,Accidente de Tránsito,42,Patrullero,3345,ALTO,1
2026-04-21,Los Olivos,Incendio,44,Patrullero,1696,CRÍTICO,1
2026-01-29,Carabayllo,Rescate,20,Patrullero,2790,MEDIO,2
2026-06-26,Carabayllo,Incendio,29,Patrullero,1189,CRÍTICO,1
2026-01-31,Independencia,Incendio,51,SAMU,393,ALTO,1
2026-04-02,Los Olivos,Rescate,44,SAMU,565,ALTO,2
2026-03-08,Carabayllo,Rescate,6,SAMU,2992,BAJO,3
2026-04-25,Comas,Emergencia Médica,55,Patrullero,4928,MEDIO,3
2026-05-17,Independencia,Accidente de Tránsito,23,Bomberos,1811,CRÍTICO,1
2026-03-28,Independencia,Rescate,14,Ambulancia,1078,MEDIO,3
2026-04-04,Los Olivos,Incendio,30,SAMU,3341,CRÍTICO,1
2026-06-30,Los Olivos,Incendio,16,Bomberos,1094,CRÍTICO,1
2026-01-21,Los Olivos,Rescate,60,Ambulancia,2025,ALTO,2
2026-04-18,Comas,Accidente de Tránsito,28,SAMU,2919,CRÍTICO,1
2026-01-18,Los Olivos,Incendio,35,Ambulancia,1150,CRÍTICO,1
2026-05-07,Carabayllo,Accidente de Tránsito,11,SAMU,2351,CRÍTICO,1
2026-04-18,Carabayllo,Accidente de Tránsito,43,SAMU,2800,CRÍTICO,1
2026-06-15,Carabayllo,Emergencia Médica,14,Patrullero,1783,ALTO,3
2026-01-26,Los Olivos,Emergencia Médica,44,SAMU,315,BAJO,3
2026-05-07,Puente Piedra,Incendio,28,Bomberos,3160,ALTO,1
2026-06-26,Comas,Accidente de Tránsito,36,Ambulancia,4465,CRÍTICO,1
2026-02-24,Carabayllo,Incendio,55,SAMU,1094,CRÍTICO,1
2026-05-08,Comas,Rescate,26,SAMU,4657,MEDIO,2
2026-04-02,Puente Piedra,Emergencia Médica,43,Bomberos,4983,BAJO,3
2026-02-28,Comas,Rescate,20,Patrullero,1481,BAJO,2
2026-05-30,Independencia,Accidente de Tránsito,28,Patrullero,3057,CRÍTICO,1
2026-01-04,Carabayllo,Emergencia Médica,24,Ambulancia,487,ALTO,2
2026-05-05,Carabayllo,Incendio,55,SAMU,2308,ALTO,1
2026-05-04,Comas,Incendio,56,Patrullero,1771,ALTO,1
2026-06-05,Carabayllo,Accidente de Tránsito,23,Ambulancia,1418,ALTO,1
2026-05-25,Carabayllo,Accidente de Tránsito,30,Ambulancia,3797,CRÍTICO,1
2026-06-23,Carabayllo,Emergencia Médica,52,Bomberos,3717,ALTO,2
2026-05-04,Los Olivos,Incendio,34,Ambulancia,1417,ALTO,1
2026-04-20,Carabayllo,Accidente de Tránsito,43,Patrullero,4731,ALTO,1
2026-05-22,Independencia,Incendio,27,Ambulancia,3736,ALTO,1
2026-05-10,Los Olivos,Emergencia Médica,6,Patrullero,3832,MEDIO,2
2026-05-28,Carabayllo,Emergencia Médica,5,SAMU,3653,MEDIO,3
2026-03-03,Los Olivos,Incendio,53,Bomberos,2418,CRÍTICO,1
2026-04-27,Comas,Accidente de Tránsito,19,Ambulancia,3065,CRÍTICO,1
2026-01-22,Los Olivos,Incendio,25,Ambulancia,4648,CRÍTICO,1
2026-03-19,Los Olivos,Incendio,16,Bomberos,2137,CRÍTICO,1
2026-01-06,Comas,Rescate,57,Patrullero,4931,MEDIO,2
2026-05-07,Independencia,Incendio,56,Patrullero,2923,ALTO,1
2026-05-02,Puente Piedra,Rescate,18,Patrullero,1213,ALTO,3
2026-02-26,Independencia,Emergencia Médica,30,Ambulancia,3659,ALTO,3
2026-02-23,Puente Piedra,Emergencia Médica,15,Ambulancia,337,ALTO,2
2026-04-08,Carabayllo,Accidente de Tránsito,15,SAMU,1433,CRÍTICO,1
2026-06-08,Carabayllo,Accidente de Tránsito,41,Bomberos,3072,ALTO,1
2026-04-28,Carabayllo,Accidente de Tránsito,7,SAMU,2689,CRÍTICO,1
2026-03-11,Puente Piedra,Incendio,19,Patrullero,1974,ALTO,1
2026-01-21,Carabayllo,Emergencia Médica,43,Ambulancia,4804,ALTO,2
2026-06-06,Carabayllo,Incendio,16,Ambulancia,1438,ALTO,1
2026-06-02,Los Olivos,Rescate,58,Patrullero,1227,ALTO,3
2026-06-04,Puente Piedra,Accidente de Tránsito,18,Ambulancia,2521,CRÍTICO,1
2026-02-10,Comas,Rescate,40,Ambulancia,3371,ALTO,2
2026-01-18,Comas,Accidente de Tránsito,30,Patrullero,2735,ALTO,1
2026-02-15,Carabayllo,Accidente de Tránsito,5,Ambulancia,4870,CRÍTICO,1
2026-04-18,Puente Piedra,Rescate,34,Ambulancia,3009,BAJO,2
2026-06-10,Carabayllo,Rescate,59,Bomberos,2772,ALTO,3
2026-06-09,Los Olivos,Emergencia Médica,11,Ambulancia,2292,MEDIO,2
2026-04-18,Independencia,Emergencia Médica,51,Patrullero,3739,BAJO,2
2026-01-26,Puente Piedra,Emergencia Médica,6,Ambulancia,3174,ALTO,2
2026-04-01,Los Olivos,Rescate,45,SAMU,1053,BAJO,2
2026-03-26,Independencia,Accidente de Tránsito,43,Bomberos,1944,ALTO,1
2026-03-20,Independencia,Rescate,50,Patrullero,1104,ALTO,3
2026-06-01,Carabayllo,Incendio,55,SAMU,3050,CRÍTICO,1
2026-06-08,Comas,Emergencia Médica,59,Bomberos,4387,MEDIO,2
2026-04-22,Puente Piedra,Emergencia Médica,9,Patrullero,4094,ALTO,2
2026-06-04,Puente Piedra,Accidente de Tránsito,45,Bomberos,1764,CRÍTICO,1
2026-02-19,Independencia,Emergencia Médica,34,SAMU,4123,ALTO,2
2026-06-21,Carabayllo,Emergencia Médica,46,Patrullero,1114,MEDIO,2
2026-05-03,Comas,Rescate,17,SAMU,3843,BAJO,3
2026-05-16,Carabayllo,Rescate,5,Bomberos,2393,ALTO,3
2026-04-15,Comas,Emergencia Médica,59,Ambulancia,462,MEDIO,3
2026-02-18,Independencia,Rescate,23,Bomberos,3216,MEDIO,2
2026-03-19,Comas,Emergencia Médica,43,Patrullero,2191,ALTO,2
2026-05-30,Los Olivos,Emergencia Médica,28,Patrullero,1196,BAJO,3
2026-01-19,Comas,Emergencia Médica,55,Patrullero,2769,MEDIO,2
2026-07-04,Puente Piedra,Emergencia Médica,51,Bomberos,3017,MEDIO,2
2026-02-14,Independencia,Incendio,49,Bomberos,4307,ALTO,1
2026-04-11,Comas,Rescate,60,Patrullero,967,MEDIO,3
2026-04-02,Comas,Accidente de Tránsito,11,SAMU,2884,ALTO,1
2026-07-04,Puente Piedra,Rescate,36,Ambulancia,4753,ALTO,2
2026-05-28,Los Olivos,Rescate,20,SAMU,3072,MEDIO,2
2026-04-20,Carabayllo,Incendio,23,SAMU,2765,ALTO,1
2026-03-12,Carabayllo,Accidente de Tránsito,26,Ambulancia,2252,CRÍTICO,1
2026-04-13,Puente Piedra,Emergencia Médica,28,Bomberos,1942,BAJO,2
2026-01-22,Comas,Incendio,58,Patrullero,3128,CRÍTICO,1
2026-04-05,Carabayllo,Accidente de Tránsito,14,Bomberos,4986,ALTO,1
2026-04-07,Carabayllo,Accidente de Tránsito,47,Patrullero,4718,CRÍTICO,1
2026-05-29,Independencia,Rescate,49,Patrullero,779,ALTO,3
2026-03-11,Puente Piedra,Emergencia Médica,54,Ambulancia,2973,MEDIO,2
2026-06-14,Los Olivos,Emergencia Médica,10,Bomberos,2397,ALTO,2
2026-03-10,Puente Piedra,Rescate,57,Bomberos,946,ALTO,3
2026-03-11,Los Olivos,Emergencia Médica,51,SAMU,3423,BAJO,3
2026-04-10,Los Olivos,Accidente de Tránsito,58,Ambulancia,1029,CRÍTICO,1
2026-02-25,Independencia,Emergencia Médica,28,Ambulancia,825,MEDIO,3
2026-03-17,Carabayllo,Accidente de Tránsito,20,Patrullero,4704,ALTO,1
2026-03-10,Los Olivos,Rescate,44,Ambulancia,1423,ALTO,3
2026-03-03,Comas,Incendio,8,Bomberos,1440,ALTO,1
2026-03-19,Carabayllo,Accidente de Tránsito,37,Ambulancia,1470,ALTO,1
2026-06-01,Puente Piedra,Accidente de Tránsito,10,Patrullero,4369,CRÍTICO,1
2026-03-10,Independencia,Incendio,39,Bomberos,3868,CRÍTICO,1
2026-02-02,Puente Piedra,Rescate,48,Ambulancia,2106,BAJO,3
2026-02-14,Puente Piedra,Rescate,41,Patrullero,3958,MEDIO,3
2026-04-19,Carabayllo,Accidente de Tránsito,16,Ambulancia,3589,ALTO,1
2026-02-18,Comas,Accidente de Tránsito,58,Patrullero,992,ALTO,1
2026-05-24,Comas,Incendio,8,Patrullero,4660,CRÍTICO,1
2026-05-09,Independencia,Emergencia Médica,49,Ambulancia,1021,ALTO,2
2026-02-12,Puente Piedra,Accidente de Tránsito,15,SAMU,3086,ALTO,1
2026-04-20,Independencia,Rescate,49,Patrullero,4266,MEDIO,3
2026-01-30,Los Olivos,Rescate,26,Bomberos,1374,BAJO,3
2026-04-01,Comas,Rescate,39,Ambulancia,3376,MEDIO,3
2026-03-19,Independencia,Incendio,50,SAMU,3880,ALTO,1
2026-06-26,Independencia,Rescate,16,SAMU,3657,BAJO,3
2026-04-06,Carabayllo,Incendio,51,SAMU,1484,ALTO,1
2026-04-14,Los Olivos,Accidente de Tránsito,8,Ambulancia,1394,ALTO,1
2026-06-14,Comas,Incendio,21,SAMU,2716,ALTO,1
2026-02-25,Puente Piedra,Emergencia Médica,32,Bomberos,1619,ALTO,2
2026-02-26,Comas,Emergencia Médica,27,Ambulancia,2117,ALTO,2
2026-01-20,Carabayllo,Rescate,50,Bomberos,4912,MEDIO,2
2026-01-15,Carabayllo,Incendio,5,Patrullero,762,CRÍTICO,1
2026-06-29,Independencia,Rescate,14,Ambulancia,637,ALTO,2
2026-05-27,Carabayllo,Emergencia Médica,29,Bomberos,956,ALTO,2
2026-04-20,Los Olivos,Incendio,56,Patrullero,3897,CRÍTICO,1
2026-01-20,Independencia,Accidente de Tránsito,14,Patrullero,1940,ALTO,1
2026-01-11,Los Olivos,Accidente de Tránsito,36,Ambulancia,2974,CRÍTICO,1
2026-03-26,Puente Piedra,Accidente de Tránsito,26,Bomberos,1057,CRÍTICO,1
2026-03-24,Los Olivos,Accidente de Tránsito,29,Patrullero,4508,CRÍTICO,1
2026-05-05,Puente Piedra,Incendio,16,Patrullero,698,CRÍTICO,1
2026-04-04,Puente Piedra,Emergencia Médica,39,Bomberos,2568,ALTO,2
2026-03-04,Carabayllo,Accidente de Tránsito,25,Patrullero,3019,ALTO,1
2026-05-12,Comas,Rescate,16,Bomberos,1669,ALTO,2
2026-03-10,Puente Piedra,Emergencia Médica,40,Ambulancia,4383,ALTO,3
2026-05-15,Comas,Rescate,20,SAMU,1528,ALTO,3
2026-07-04,Los Olivos,Incendio,59,SAMU,4473,CRÍTICO,1
2026-02-06,Carabayllo,Rescate,34,Patrullero,3676,MEDIO,3
2026-02-01,Independencia,Emergencia Médica,33,Patrullero,2144,BAJO,3
2026-07-04,Comas,Rescate,19,Ambulancia,1237,BAJO,2
2026-02-21,Comas,Incendio,21,Bomberos,3620,CRÍTICO,1
2026-03-22,Comas,Incendio,54,Bomberos,1209,ALTO,1
2026-04-29,Comas,Rescate,25,Ambulancia,1930,ALTO,3
2026-04-12,Puente Piedra,Incendio,38,Bomberos,4307,ALTO,1
2026-06-20,Comas,Emergencia Médica,45,Bomberos,2384,ALTO,2
2026-06-24,Carabayllo,Accidente de Tránsito,39,SAMU,1240,ALTO,1
2026-02-14,Puente Piedra,Emergencia Médica,40,Ambulancia,2623,ALTO,3
2026-06-10,Carabayllo,Emergencia Médica,34,SAMU,482,MEDIO,2
2026-01-18,Comas,Rescate,30,Patrullero,1915,ALTO,2
2026-03-16,Independencia,Accidente de Tránsito,55,Ambulancia,4895,ALTO,1
2026-03-11,Puente Piedra,Rescate,18,Bomberos,1619,BAJO,3
2026-04-07,Carabayllo,Rescate,7,Bomberos,3733,MEDIO,2
2026-02-20,Carabayllo,Rescate,59,SAMU,4420,ALTO,2
2026-04-27,Carabayllo,Incendio,46,Patrullero,2057,ALTO,1
2026-03-21,Los Olivos,Accidente de Tránsito,22,Bomberos,3126,CRÍTICO,1
2026-06-30,Los Olivos,Accidente de Tránsito,23,Bomberos,2709,CRÍTICO,1
2026-04-20,Comas,Accidente de Tránsito,40,Patrullero,4754,ALTO,1
2026-01-07,Independencia,Accidente de Tránsito,7,Patrullero,1073,CRÍTICO,1
2026-07-04,Puente Piedra,Accidente de Tránsito,32,Bomberos,1529,CRÍTICO,1
2026-02-08,Comas,Emergencia Médica,51,Patrullero,4051,MEDIO,2
2026-05-26,Independencia,Accidente de Tránsito,14,SAMU,691,CRÍTICO,1
2026-03-19,Comas,Rescate,49,Bomberos,1159,ALTO,2
2026-04-25,Carabayllo,Rescate,5,Bomberos,4341,BAJO,2
2026-06-02,Comas,Emergencia Médica,20,Ambulancia,492,MEDIO,2
2026-01-01,Comas,Rescate,18,Ambulancia,3988,ALTO,2
2026-02-14,Los Olivos,Accidente de Tránsito,33,Patrullero,3864,CRÍTICO,1
2026-01-15,Independencia,Rescate,53,Patrullero,4238,BAJO,3
2026-05-08,Los Olivos,Rescate,21,SAMU,1170,MEDIO,2
2026-06-08,Puente Piedra,Rescate,9,Patrullero,4584,MEDIO,2
2026-01-13,Carabayllo,Rescate,34,Patrullero,2169,MEDIO,3
2026-01-17,Independencia,Accidente de Tránsito,29,SAMU,3232,CRÍTICO,1
2026-04-02,Los Olivos,Incendio,39,Patrullero,3837,CRÍTICO,1
2026-04-23,Puente Piedra,Accidente de Tránsito,11,Bomberos,1841,CRÍTICO,1
2026-06-20,Carabayllo,Incendio,53,Bomberos,3767,CRÍTICO,1
2026-02-02,Puente Piedra,Accidente de Tránsito,31,Ambulancia,4950,ALTO,1
2026-05-08,Independencia,Rescate,49,SAMU,2742,MEDIO,2
2026-04-07,Carabayllo,Accidente de Tránsito,19,Bomberos,4480,ALTO,1
2026-03-08,Carabayllo,Incendio,60,Ambulancia,4142,CRÍTICO,1
2026-05-04,Independencia,Emergencia Médica,24,Ambulancia,2849,ALTO,3
2026-03-07,Carabayllo,Incendio,24,Patrullero,4271,ALTO,1
2026-06-19,Independencia,Incendio,41,Patrullero,3887,CRÍTICO,1
2026-03-08,Independencia,Rescate,56,SAMU,3912,ALTO,2
2026-03-06,Independencia,Emergencia Médica,57,Patrullero,1813,MEDIO,2
2026-04-14,Comas,Rescate,10,SAMU,3171,MEDIO,2
2026-02-17,Comas,Rescate,57,Patrullero,795,ALTO,3
2026-06-17,Puente Piedra,Rescate,48,Ambulancia,3461,ALTO,2
2026-02-03,Comas,Emergencia Médica,60,SAMU,1278,ALTO,3
2026-05-03,Carabayllo,Accidente de Tránsito,45,Ambulancia,1748,ALTO,1
2026-06-22,Comas,Incendio,12,Bomberos,4527,CRÍTICO,1
2026-04-18,Independencia,Emergencia Médica,28,Patrullero,4825,ALTO,2
2026-05-31,Comas,Emergencia Médica,42,Bomberos,3988,MEDIO,3
2026-04-18,Independencia,Accidente de Tránsito,7,Patrullero,1508,CRÍTICO,1
2026-06-10,Comas,Incendio,33,Bomberos,2730,CRÍTICO,1
2026-02-18,Comas,Accidente de Tránsito,14,Bomberos,4853,ALTO,1
2026-01-05,Independencia,Incendio,8,Bomberos,3636,CRÍTICO,1
2026-06-07,Puente Piedra,Emergencia Médica,28,Bomberos,4515,MEDIO,2
2026-02-02,Carabayllo,Incendio,60,Ambulancia,2418,ALTO,1
2026-03-16,Comas,Accidente de Tránsito,5,Patrullero,3482,ALTO,1
2026-06-28,Carabayllo,Emergencia Médica,11,SAMU,2429,BAJO,3
2026-01-15,Comas,Rescate,47,Ambulancia,498,MEDIO,2
2026-07-03,Los Olivos,Rescate,14,Ambulancia,628,ALTO,3
2026-07-03,Carabayllo,Incendio,34,SAMU,1963,ALTO,1
2026-01-23,Carabayllo,Incendio,55,SAMU,2273,CRÍTICO,1
2026-01-17,Los Olivos,Incendio,43,Ambulancia,1833,ALTO,1
2026-06-07,Puente Piedra,Accidente de Tránsito,33,Bomberos,1320,CRÍTICO,1
2026-05-09,Independencia,Emergencia Médica,37,SAMU,1084,BAJO,2
2026-01-13,Independencia,Rescate,25,Patrullero,3786,BAJO,2
2026-01-01,Independencia,Accidente de Tránsito,44,SAMU,2724,ALTO,1
2026-04-29,Puente Piedra,Rescate,39,Ambulancia,2717,MEDIO,3
2026-07-05,Los Olivos,Accidente de Tránsito,58,SAMU,983,ALTO,1
2026-05-09,Carabayllo,Accidente de Tránsito,16,Bomberos,1411,ALTO,1
2026-03-13,Carabayllo,Emergencia Médica,45,Ambulancia,4136,BAJO,2
2026-04-06,Puente Piedra,Rescate,38,Bomberos,1082,BAJO,2
2026-06-03,Carabayllo,Incendio,52,Bomberos,1262,ALTO,1
2026-04-28,Puente Piedra,Emergencia Médica,47,Patrullero,2732,MEDIO,3
2026-02-16,Carabayllo,Incendio,34,Ambulancia,2044,CRÍTICO,1
2026-01-12,Los Olivos,Emergencia Médica,13,Bomberos,2201,ALTO,3
2026-04-03,Carabayllo,Rescate,6,SAMU,4099,MEDIO,2
2026-01-10,Comas,Incendio,25,Bomberos,4229,CRÍTICO,1
2026-04-06,Los Olivos,Emergencia Médica,25,Ambulancia,2689,BAJO,3
2026-03-31,Puente Piedra,Emergencia Médica,50,SAMU,4981,BAJO,2
2026-06-28,Puente Piedra,Accidente de Tránsito,53,Bomberos,2680,ALTO,1
2026-04-02,Carabayllo,Rescate,55,SAMU,2264,ALTO,2
2026-04-29,Independencia,Incendio,45,Bomberos,4482,ALTO,1
2026-02-10,Puente Piedra,Emergencia Médica,57,Ambulancia,2828,BAJO,3
2026-03-11,Independencia,Rescate,58,Ambulancia,1261,ALTO,3
2026-04-15,Puente Piedra,Emergencia Médica,8,Ambulancia,4506,BAJO,2
2026-04-18,Puente Piedra,Emergencia Médica,14,Bomberos,734,MEDIO,2
2026-07-03,Independencia,Rescate,14,Patrullero,1436,MEDIO,3
2026-04-07,Independencia,Emergencia Médica,50,SAMU,2158,ALTO,3
2026-01-09,Independencia,Accidente de Tránsito,27,SAMU,848,ALTO,1
2026-06-15,Carabayllo,Incendio,60,SAMU,1494,CRÍTICO,1
2026-02-17,Los Olivos,Incendio,46,Ambulancia,3260,CRÍTICO,1
2026-05-17,Independencia,Emergencia Médica,5,Bomberos,1619,ALTO,3
2026-05-01,Puente Piedra,Emergencia Médica,40,Patrullero,489,MEDIO,2
2026-06-25,Carabayllo,Accidente de Tránsito,10,SAMU,4709,CRÍTICO,1
2026-04-17,Comas,Emergencia Médica,58,Patrullero,2462,MEDIO,3
2026-01-18,Puente Piedra,Accidente de Tránsito,38,SAMU,1802,ALTO,1
2026-03-02,Carabayllo,Emergencia Médica,44,SAMU,1796,BAJO,3
2026-01-26,Puente Piedra,Incendio,60,Bomberos,917,ALTO,1
2026-05-14,Independencia,Accidente de Tránsito,22,Ambulancia,1634,CRÍTICO,1
2026-04-12,Carabayllo,Incendio,18,Bomberos,4817,CRÍTICO,1
2026-05-01,Los Olivos,Accidente de Tránsito,55,SAMU,3260,CRÍTICO,1
2026-02-08,Los Olivos,Emergencia Médica,13,Patrullero,4341,ALTO,3
2026-06-28,Comas,Rescate,55,Ambulancia,2591,BAJO,3
2026-04-08,Comas,Rescate,40,Patrullero,4185,BAJO,2
2026-06-01,Carabayllo,Rescate,16,Bomberos,2284,BAJO,3
2026-04-27,Independencia,Accidente de Tránsito,30,Bomberos,3547,CRÍTICO,1
2026-06-24,Puente Piedra,Accidente de Tránsito,58,Ambulancia,4231,ALTO,1
2026-04-18,Puente Piedra,Incendio,8,Ambulancia,2400,ALTO,1
2026-03-03,Carabayllo,Incendio,51,Patrullero,2455,CRÍTICO,1
2026-07-03,Comas,Emergencia Médica,50,Bomberos,4299,BAJO,2
2026-05-06,Comas,Accidente de Tránsito,38,Patrullero,3008,ALTO,1
2026-05-22,Independencia,Accidente de Tránsito,19,SAMU,3572,CRÍTICO,1
2026-06-04,Carabayllo,Accidente de Tránsito,36,Ambulancia,2214,ALTO,1
2026-05-16,Los Olivos,Accidente de Tránsito,13,SAMU,2968,ALTO,1
2026-04-20,Comas,Rescate,23,Patrullero,2162,BAJO,2
2026-06-10,Comas,Rescate,52,Patrullero,803,BAJO,3
2026-01-16,Independencia,Emergencia Médica,40,Ambulancia,1493,BAJO,3
2026-06-06,Carabayllo,Accidente de Tránsito,50,Bomberos,1958,CRÍTICO,1
2026-01-30,Carabayllo,Accidente de Tránsito,60,Bomberos,4551,CRÍTICO,1
2026-03-08,Puente Piedra,Emergencia Médica,5,Ambulancia,3262,BAJO,2
2026-06-05,Los Olivos,Incendio,59,Patrullero,2439,ALTO,1
2026-05-08,Puente Piedra,Incendio,50,SAMU,421,ALTO,1
2026-02-07,Los Olivos,Rescate,5,Patrullero,3511,MEDIO,3
2026-01-18,Puente Piedra,Emergencia Médica,51,Ambulancia,4701,ALTO,3
2026-06-01,Comas,Incendio,48,Ambulancia,3063,CRÍTICO,1
2026-01-18,Independencia,Emergencia Médica,52,Patrullero,712,MEDIO,2
2026-03-25,Carabayllo,Accidente de Tránsito,14,Ambulancia,4919,ALTO,1
2026-02-28,Los Olivos,Rescate,15,Ambulancia,1378,ALTO,3
2026-03-21,Comas,Rescate,35,SAMU,4735,MEDIO,3
2026-05-11,Los Olivos,Accidente de Tránsito,32,Ambulancia,3059,CRÍTICO,1
2026-05-02,Carabayllo,Emergencia Médica,13,Patrullero,2597,ALTO,3
2026-01-24,Los Olivos,Emergencia Médica,53,Bomberos,4177,BAJO,3
2026-05-28,Puente Piedra,Incendio,18,Bomberos,4776,ALTO,1
2026-04-04,Carabayllo,Accidente de Tránsito,39,Ambulancia,1863,ALTO,1
2026-05-29,Comas,Emergencia Médica,24,Ambulancia,2981,MEDIO,2
2026-03-14,Los Olivos,Accidente de Tránsito,55,Ambulancia,3514,CRÍTICO,1
2026-03-06,Comas,Emergencia Médica,34,Patrullero,1644,ALTO,3
2026-07-04,Comas,Rescate,27,Ambulancia,2596,ALTO,2
2026-01-04,Puente Piedra,Accidente de Tránsito,35,Bomberos,696,ALTO,1
2026-04-05,Independencia,Accidente de Tránsito,10,Ambulancia,786,ALTO,1
2026-01-12,Puente Piedra,Incendio,14,Bomberos,1723,ALTO,1
2026-01-21,Los Olivos,Rescate,34,Patrullero,4302,MEDIO,3
2026-04-05,Carabayllo,Accidente de Tránsito,55,Bomberos,794,CRÍTICO,1
2026-02-24,Puente Piedra,Emergencia Médica,10,Ambulancia,2400,BAJO,3
2026-02-08,Los Olivos,Emergencia Médica,11,Ambulancia,4649,BAJO,3
2026-03-10,Independencia,Emergencia Médica,27,Bomberos,4291,MEDIO,3
2026-03-10,Puente Piedra,Accidente de Tránsito,28,Bomberos,2871,ALTO,1
2026-04-22,Independencia,Emergencia Médica,38,Bomberos,3302,MEDIO,2
2026-04-20,Los Olivos,Accidente de Tránsito,38,Ambulancia,3886,CRÍTICO,1
2026-05-14,Comas,Accidente de Tránsito,11,Patrullero,1695,ALTO,1
2026-03-23,Independencia,Accidente de Tránsito,23,Ambulancia,3219,ALTO,1
2026-05-17,Independencia,Accidente de Tránsito,43,SAMU,1707,ALTO,1
2026-03-13,Carabayllo,Emergencia Médica,59,Patrullero,1782,BAJO,2
2026-06-28,Los Olivos,Emergencia Médica,58,Patrullero,4257,ALTO,2
2026-02-26,Los Olivos,Rescate,8,Bomberos,3070,BAJO,2
2026-03-05,Carabayllo,Emergencia Médica,23,Ambulancia,2441,BAJO,3
2026-04-14,Los Olivos,Rescate,7,Bomberos,2540,MEDIO,2
2026-04-30,Carabayllo,Accidente de Tránsito,29,Bomberos,3316,CRÍTICO,1
2026-01-21,Comas,Emergencia Médica,59,Patrullero,3068,BAJO,3
2026-01-21,Los Olivos,Incendio,58,SAMU,911,CRÍTICO,1
2026-06-02,Puente Piedra,Rescate,19,Bomberos,4805,MEDIO,2
2026-03-21,Comas,Emergencia Médica,46,Patrullero,703,MEDIO,3
2026-03-02,Independencia,Rescate,40,Patrullero,2437,MEDIO,2
2026-03-01,Puente Piedra,Emergencia Médica,42,Bomberos,4292,ALTO,3
2026-04-24,Los Olivos,Emergencia Médica,16,SAMU,2587,MEDIO,3
2026-05-17,Carabayllo,Rescate,33,Bomberos,1653,BAJO,2
